93,NOVA,Documentary,PBS,"PBS' premier science series helps viewers of all ages explore the science behind the headlines. Along the way, NOVA demystifies science and technology, and highlights the people involved in scientific pursuits.",838,1974,55,Tv
94,The Orville,Drama,FOX,"Follow the crew of the not-so-functional exploratory ship in the Earth's interstellar fleet, 300 years in the future.",13,2017,42,Tv
95,Whose Line Is It Anyway?,Comedy,The CW,"""Whose Line Is It Anyway?"" (1998-2007, 2013-) is the US edition of the British show of the same name (with many of the same performers). It features some of the world's finest improv(isational) comics, including Wayne Brady, Colin Mochrie, Ryan Stiles and Drew Carey (Drew also hosting most shows, Aisha Tyler hosting the 2013 season). Each week, the main four improv comics (and a guest improv comic) spontaneously play ""theatre sports"" with crazy scenes, weird quirks, or improvised songs.",312,1998,22,Tv
96,The Last Ship,Action & Adventure,TNT,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone naval destroyer must find a way to pull humanity from the brink of extinction.",56,2014,41,Tv
97,Sesame Street,Animation,PBS,"Sesame Street is a long-running American children's television series created by Joan Ganz Cooney and Lloyd Morrisett. The program is known for its educational content, and creativity communicated through the use of Jim Henson's Muppets, animation, short films, humor, and cultural references. The series premiered on stations on November 10, 1969 to positive reviews, some controversy, and high ratings.",2733,1969,54,Tv
98,Sherlock,Crime,BBC One,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,12,2010,90,Tv
99,Making a Murderer,Documentary,Netflix,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",20,2015,60,Tv
100,The Expanse,Drama,Syfy,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,36,2015,43,Tv
101,Twin Peaks,Drama,ABC,The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.,48,1990,46,Tv
102,Popeye,Animation,,Television airings of the theatrical Popeye shorts from the 1930's until 1957.,462,1933,30,Tv
103,Prison Break,Action & Adventure,FOX,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",88,2005,45,Tv
104,The Gifted,Action & Adventure,FOX,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",19,2017,45,Tv
105,13 Reasons Why,Drama,Netflix,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",26,2017,55,Tv
106,The Originals,Drama,The CW,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.",92,2013,45,Tv
107,The Affair,Drama,Showtime,"The Affair explores the emotional effects of an extramarital relationship between Noah Solloway and Alison Lockhart after the two meet in the resort town of Montauk in Long Island. Noah is a New York City schoolteacher with one novel published (book entitled A Person who Visits a Place) and he is struggling to write a second book. He is happily married with four children, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of the tragic death of her child. The story of the affair is told separately, complete with distinct memory biases, from the male and female perspectives.",42,2014,50,Tv
108,Young Sheldon,Comedy,CBS,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",28,2017,22,Tv
109,ナルト 疾風伝,Animation,TV Tokyo,"Naruto Shippuuden is the continuation of the original animated TV series Naruto.The story revolves around an older and slightly more matured Uzumaki Naruto and his quest to save his friend Uchiha Sasuke from the grips of the snake-like Shinobi, Orochimaru. After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work, though it will not be easy, as He has amassed a few (more dangerous) enemies, in the likes of the shinobi organization; Akatsuki.",500,2007,22,Tv
110,Suits,Drama,USA Network,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",118,2011,43,Tv
111,The Blacklist,Drama,NBC,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",111,2013,43,Tv
155,Orange Is the New Black,Comedy,Netflix,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",78,2013,60,Tv
112,Teen Wolf,Action & Adventure,MTV,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",100,2011,43,Tv
